ContactId,DateOfBirth,Gender,City,State,CreatedOn,Loyalty Tier,Email Subscriber,Income,Occupation,CustomerSatisfaction,RewardPoints,CreditCard,CreatedOn_loyalty,PurchaseId,ProductId,PurchasedOn,TotalPrice,ReviewRating
CNTID_1015,1982-10-03,Male,Fremont,California,2019-01-31,medium,No,98571.60919668624,Teacher,medium,40,No,2017-03-11,OPID_1030,ProdID_1048,2019-01-17,200,2.8
CNTID_1016,2005-11-12,Male,West Valley City,Utah,2019-01-31,medium,No,29464.344850058307,Teacher,high,222,Yes,2018-10-17,OPID_1031,ProdID_1020,2018-07-21,226,3.0
CNTID_1017,1972-04-12,Male,Springfield,Illinois,2019-01-31,high,Yes,180350.64274158192,Software Engineer,high,165,Yes,2017-11-21,OPID_1032,ProdID_1017,2018-02-26,216,3.2
CNTID_1017,1972-04-12,Male,Springfield,Illinois,2019-01-31,high,Yes,180350.64274158192,Software Engineer,high,165,Yes,2017-11-21,OPID_1033,ProdID_1017,2018-12-28,2570,3.2
CNTID_1017,1972-04-12,Male,Springfield,Illinois,2019-01-31,high,Yes,180350.64274158192,Software Engineer,high,165,Yes,2017-11-21,OPID_1034,ProdID_1036,2019-01-03,2496,3.2
CNTID_1017,1972-04-12,Male,Springfield,Illinois,2019-01-31,high,Yes,180350.64274158192,Software Engineer,high,165,Yes,2017-11-21,OPID_1035,ProdID_1037,2019-01-26,2593,3.2
CNTID_1018,1977-12-15,Male,Worcester,Massachusetts,2019-01-31,medium,No,115968.95412553789,Teacher,high,185,No,2018-09-19,OPID_1036,ProdID_1028,2017-05-09,202,3.4
CNTID_1018,1977-12-15,Male,Worcester,Massachusetts,2019-01-31,medium,No,115968.95412553789,Teacher,high,185,No,2018-09-19,OPID_1037,ProdID_1001,2018-01-23,82,3.4
CNTID_1018,1977-12-15,Male,Worcester,Massachusetts,2019-01-31,medium,No,115968.95412553789,Teacher,high,185,No,2018-09-19,OPID_1038,ProdID_1037,2018-05-23,180,3.4
CNTID_1018,1977-12-15,Male,Worcester,Massachusetts,2019-01-31,medium,No,115968.95412553789,Teacher,high,185,No,2018-09-19,OPID_1039,ProdID_1028,2018-12-11,30,3.4
CNTID_1018,1977-12-15,Male,Worcester,Massachusetts,2019-01-31,medium,No,115968.95412553789,Teacher,high,185,No,2018-09-19,OPID_1040,ProdID_1013,2019-01-29,125,3.4
CNTID_1019,1970-05-24,Male,Overland Park,Kansas,2019-01-31,medium,No,20000.0,Teacher,medium,199,No,2017-02-20,OPID_1041,ProdID_1035,2017-08-04,231,3.8
CNTID_1019,1970-05-24,Male,Overland Park,Kansas,2019-01-31,medium,No,20000.0,Teacher,medium,199,No,2017-02-20,OPID_1042,ProdID_1041,2018-09-08,68,3.8
CNTID_1019,1970-05-24,Male,Overland Park,Kansas,2019-01-31,medium,No,20000.0,Teacher,medium,199,No,2017-02-20,OPID_1043,ProdID_1019,2018-11-23,52,3.8
CNTID_1020,2000-10-12,Male,Sandy Springs,Georgia,2019-01-31,medium,No,20000.0,Software Engineer,medium,81,Yes,2018-05-21,OPID_1044,ProdID_1049,2017-01-03,172,4.0
CNTID_1020,2000-10-12,Male,Sandy Springs,Georgia,2019-01-31,medium,No,20000.0,Software Engineer,medium,81,Yes,2018-05-21,OPID_1045,ProdID_1013,2017-07-29,132,4.0
CNTID_1020,2000-10-12,Male,Sandy Springs,Georgia,2019-01-31,medium,No,20000.0,Software Engineer,medium,81,Yes,2018-05-21,OPID_1046,ProdID_1037,2018-12-28,183,4.0
CNTID_1020,2000-10-12,Male,Sandy Springs,Georgia,2019-01-31,medium,No,20000.0,Software Engineer,medium,81,Yes,2018-05-21,OPID_1047,ProdID_1023,2019-02-01,47,4.0
CNTID_1021,1979-12-05,Male,Pomona,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,137,No,2018-02-21,OPID_1048,ProdID_1005,2017-04-22,33,2.8
CNTID_1021,1979-12-05,Male,Pomona,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,137,No,2018-02-21,OPID_1049,ProdID_1038,2018-09-17,177,2.8
CNTID_1021,1979-12-05,Male,Pomona,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,137,No,2018-02-21,OPID_1050,ProdID_1023,2018-11-26,240,2.8
CNTID_1021,1979-12-05,Male,Pomona,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,137,No,2018-02-21,OPID_1051,ProdID_1032,2018-12-20,55,2.8
CNTID_1021,1979-12-05,Male,Pomona,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,137,No,2018-02-21,OPID_1052,ProdID_1042,2018-12-27,59,2.8
CNTID_1022,1980-04-22,Male,Temecula,California,2019-01-31,high,Yes,147386.59538746098,Software Engineer,high,72,No,2017-08-04,OPID_1053,ProdID_1012,2017-10-28,199,3.6
CNTID_1022,1980-04-22,Male,Temecula,California,2019-01-31,high,Yes,147386.59538746098,Software Engineer,high,72,No,2017-08-04,OPID_1054,ProdID_1019,2018-04-16,195,3.6
CNTID_1022,1980-04-22,Male,Temecula,California,2019-01-31,high,Yes,147386.59538746098,Software Engineer,high,72,No,2017-08-04,OPID_1055,ProdID_1045,2018-10-12,124,3.6
CNTID_1022,1980-04-22,Male,Temecula,California,2019-01-31,high,Yes,147386.59538746098,Software Engineer,high,72,No,2017-08-04,OPID_1056,ProdID_1016,2018-10-24,232,3.6
CNTID_1023,1979-02-28,Male,Anaheim,California,2019-01-31,low,Yes,167783.31949944506,Software Engineer,low,297,No,2018-07-24,OPID_1057,ProdID_1006,2018-02-11,159,3.6666666666666665
CNTID_1023,1979-02-28,Male,Anaheim,California,2019-01-31,low,Yes,167783.31949944506,Software Engineer,low,297,No,2018-07-24,OPID_1058,ProdID_1044,2018-11-29,2538,3.6666666666666665
CNTID_1024,1992-07-15,Male,New Haven,Connecticut,2019-01-31,medium,No,124940.20352735152,Teacher,medium,292,No,2017-04-11,OPID_1059,ProdID_1009,2018-04-08,162,3.6
CNTID_1024,1992-07-15,Male,New Haven,Connecticut,2019-01-31,medium,No,124940.20352735152,Teacher,medium,292,No,2017-04-11,OPID_1060,ProdID_1013,2018-09-04,112,3.6
CNTID_1026,1985-05-02,Male,Victorville,California,2019-01-31,medium,Yes,83322.43406569015,Teacher,medium,263,Yes,2018-07-16,OPID_1061,ProdID_1014,2017-01-12,248,4.0
CNTID_1026,1985-05-02,Male,Victorville,California,2019-01-31,medium,Yes,83322.43406569015,Teacher,medium,263,Yes,2018-07-16,OPID_1062,ProdID_1003,2018-03-29,174,4.0
CNTID_1026,1985-05-02,Male,Victorville,California,2019-01-31,medium,Yes,83322.43406569015,Teacher,medium,263,Yes,2018-07-16,OPID_1063,ProdID_1040,2018-08-20,125,4.0
CNTID_1026,1985-05-02,Male,Victorville,California,2019-01-31,medium,Yes,83322.43406569015,Teacher,medium,263,Yes,2018-07-16,OPID_1064,ProdID_1027,2018-08-31,107,4.0
CNTID_1027,2015-07-29,Male,Vista,California,2019-01-31,medium,No,20000.0,Teacher,medium,145,No,2018-03-26,OPID_1065,ProdID_1038,2018-12-17,95,3.5
CNTID_1027,2015-07-29,Male,Vista,California,2019-01-31,medium,No,20000.0,Teacher,medium,145,No,2018-03-26,OPID_1066,ProdID_1027,2019-02-01,51,3.5
CNTID_1027,2015-07-29,Male,Vista,California,2019-01-31,medium,No,20000.0,Teacher,medium,145,No,2018-03-26,OPID_1067,ProdID_1030,2019-02-03,82,3.5
CNTID_1028,1994-10-18,Male,Santa Rosa,California,2019-01-31,medium,No,58506.28816920372,Software Engineer,low,72,Yes,2017-01-13,OPID_1068,ProdID_1017,2017-04-12,176,3.25
CNTID_1028,1994-10-18,Male,Santa Rosa,California,2019-01-31,medium,No,58506.28816920372,Software Engineer,low,72,Yes,2017-01-13,OPID_1069,ProdID_1026,2017-10-28,248,3.25
CNTID_1028,1994-10-18,Male,Santa Rosa,California,2019-01-31,medium,No,58506.28816920372,Software Engineer,low,72,Yes,2017-01-13,OPID_1070,ProdID_1018,2018-08-06,200,3.25
CNTID_1029,2000-10-10,Male,Midland,Texas,2019-01-31,medium,No,105454.08794741088,Student,low,126,No,2017-10-17,OPID_1071,ProdID_1005,2018-04-04,173,3.6666666666666665
CNTID_1029,2000-10-10,Male,Midland,Texas,2019-01-31,medium,No,105454.08794741088,Student,low,126,No,2017-10-17,OPID_1072,ProdID_1006,2018-07-21,250,3.6666666666666665
CNTID_1029,2000-10-10,Male,Midland,Texas,2019-01-31,medium,No,105454.08794741088,Student,low,126,No,2017-10-17,OPID_1073,ProdID_1021,2019-01-17,120,3.6666666666666665
CNTID_1030,2000-01-21,Male,Garden Grove,California,2019-01-31,medium,No,20000.0,Teacher,medium,58,No,2018-08-30,OPID_1074,ProdID_1036,2017-08-24,150,3.75
CNTID_1030,2000-01-21,Male,Garden Grove,California,2019-01-31,medium,No,20000.0,Teacher,medium,58,No,2018-08-30,OPID_1075,ProdID_1003,2017-11-17,149,3.75
CNTID_1030,2000-01-21,Male,Garden Grove,California,2019-01-31,medium,No,20000.0,Teacher,medium,58,No,2018-08-30,OPID_1076,ProdID_1023,2019-01-19,121,3.75
CNTID_1032,1994-03-17,Male,Austin,Texas,2019-01-31,medium,No,56694.34438206318,Teacher,medium,108,No,2018-02-09,OPID_1077,ProdID_1023,2017-09-30,240,3.0
CNTID_1032,1994-03-17,Male,Austin,Texas,2019-01-31,medium,No,56694.34438206318,Teacher,medium,108,No,2018-02-09,OPID_1078,ProdID_1019,2018-11-10,249,3.0
CNTID_1033,2006-02-21,Male,Dayton,Ohio,2019-01-31,medium,Yes,166241.3562191818,Software Engineer,medium,257,Yes,2017-10-26,OPID_1079,ProdID_1023,2018-02-13,198,3.0
CNTID_1033,2006-02-21,Male,Dayton,Ohio,2019-01-31,medium,Yes,166241.3562191818,Software Engineer,medium,257,Yes,2017-10-26,OPID_1080,ProdID_1010,2018-08-06,2440,3.0
CNTID_1033,2006-02-21,Male,Dayton,Ohio,2019-01-31,medium,Yes,166241.3562191818,Software Engineer,medium,257,Yes,2017-10-26,OPID_1081,ProdID_1038,2018-08-17,2601,3.0
CNTID_1034,2000-12-07,Male,Fort Worth,Texas,2019-01-31,medium,No,84056.45729602996,Teacher,low,111,Yes,2018-08-31,OPID_1082,ProdID_1041,2018-01-13,95,3.0
CNTID_1035,2007-03-13,Male,Knoxville,Tennessee,2019-01-31,medium,No,111318.18950439048,Teacher,high,235,No,2018-01-31,OPID_1083,ProdID_1016,2018-06-01,152,4.25
CNTID_1035,2007-03-13,Male,Knoxville,Tennessee,2019-01-31,medium,No,111318.18950439048,Teacher,high,235,No,2018-01-31,OPID_1084,ProdID_1015,2018-11-28,96,4.25
CNTID_1036,1972-04-29,Male,Miami,Florida,2019-01-31,low,No,151367.1162621812,Software Engineer,medium,287,Yes,2018-01-09,OPID_1085,ProdID_1008,2017-09-15,98,3.75
CNTID_1038,2004-09-18,Male,Plano,Texas,2019-01-31,medium,Yes,112039.67223390596,Software Engineer,medium,240,Yes,2017-02-26,OPID_1086,ProdID_1025,2018-11-06,242,3.4
CNTID_1038,2004-09-18,Male,Plano,Texas,2019-01-31,medium,Yes,112039.67223390596,Software Engineer,medium,240,Yes,2017-02-26,OPID_1087,ProdID_1033,2018-11-07,203,3.4
CNTID_1041,1990-01-01,Male,Everett,Washington,2019-01-31,medium,Yes,109068.2808550564,Software Engineer,high,283,No,2017-10-20,OPID_1088,ProdID_1015,2017-07-02,118,4.0
CNTID_1042,1981-02-20,Male,Austin,Texas,2019-01-31,medium,No,63430.39534256909,Software Engineer,medium,147,No,2017-01-18,OPID_1089,ProdID_1042,2019-01-05,47,4.0
CNTID_1042,1981-02-20,Male,Austin,Texas,2019-01-31,medium,No,63430.39534256909,Software Engineer,medium,147,No,2017-01-18,OPID_1090,ProdID_1006,2019-01-16,210,4.0
CNTID_1043,1977-09-02,Male,Renton,Washington,2019-01-31,medium,No,20000.0,Teacher,medium,246,No,2017-10-27,OPID_1091,ProdID_1021,2019-01-14,83,3.6666666666666665
CNTID_1043,1977-09-02,Male,Renton,Washington,2019-01-31,medium,No,20000.0,Teacher,medium,246,No,2017-10-27,OPID_1092,ProdID_1019,2019-01-22,244,3.6666666666666665
CNTID_1043,1977-09-02,Male,Renton,Washington,2019-01-31,medium,No,20000.0,Teacher,medium,246,No,2017-10-27,OPID_1093,ProdID_1030,2019-02-06,82,3.6666666666666665
CNTID_1043,1977-09-02,Male,Renton,Washington,2019-01-31,medium,No,20000.0,Teacher,medium,246,No,2017-10-27,OPID_1094,ProdID_1032,2019-02-06,113,3.6666666666666665
CNTID_1044,1970-09-07,Male,Santa Ana,California,2019-01-31,medium,No,33872.19614278627,Teacher,low,225,No,2018-03-26,OPID_1095,ProdID_1018,2018-02-01,104,4.25
CNTID_1044,1970-09-07,Male,Santa Ana,California,2019-01-31,medium,No,33872.19614278627,Teacher,low,225,No,2018-03-26,OPID_1096,ProdID_1029,2018-08-04,72,4.25
CNTID_1044,1970-09-07,Male,Santa Ana,California,2019-01-31,medium,No,33872.19614278627,Teacher,low,225,No,2018-03-26,OPID_1097,ProdID_1048,2018-10-20,187,4.25
CNTID_1046,2014-06-30,Male,Orlando,Florida,2019-01-31,medium,No,79525.29894472795,Teacher,high,179,No,2017-01-08,OPID_1098,ProdID_1042,2018-12-06,209,5.0
CNTID_1046,2014-06-30,Male,Orlando,Florida,2019-01-31,medium,No,79525.29894472795,Teacher,high,179,No,2017-01-08,OPID_1099,ProdID_1034,2018-12-21,250,5.0
CNTID_1048,2011-01-10,Male,Fayetteville,North Carolina,2019-01-31,medium,No,91022.29821252688,Software Engineer,medium,93,No,2017-08-17,OPID_1100,ProdID_1002,2017-06-08,137,2.5
CNTID_1048,2011-01-10,Male,Fayetteville,North Carolina,2019-01-31,medium,No,91022.29821252688,Software Engineer,medium,93,No,2017-08-17,OPID_1101,ProdID_1019,2019-01-22,117,2.5
CNTID_1048,2011-01-10,Male,Fayetteville,North Carolina,2019-01-31,medium,No,91022.29821252688,Software Engineer,medium,93,No,2017-08-17,OPID_1102,ProdID_1015,2019-01-25,139,2.5
CNTID_1048,2011-01-10,Male,Fayetteville,North Carolina,2019-01-31,medium,No,91022.29821252688,Software Engineer,medium,93,No,2017-08-17,OPID_1103,ProdID_1004,2019-02-01,100,2.5
CNTID_1048,2011-01-10,Male,Fayetteville,North Carolina,2019-01-31,medium,No,91022.29821252688,Software Engineer,medium,93,No,2017-08-17,OPID_1104,ProdID_1044,2019-02-05,175,2.5
CNTID_1049,1987-01-21,Male,Cambridge,Massachusetts,2019-01-31,medium,No,34862.84289448873,Teacher,medium,134,Yes,2018-10-24,OPID_1105,ProdID_1039,2017-05-27,79,3.6666666666666665
CNTID_1049,1987-01-21,Male,Cambridge,Massachusetts,2019-01-31,medium,No,34862.84289448873,Teacher,medium,134,Yes,2018-10-24,OPID_1106,ProdID_1008,2017-10-14,74,3.6666666666666665
CNTID_1049,1987-01-21,Male,Cambridge,Massachusetts,2019-01-31,medium,No,34862.84289448873,Teacher,medium,134,Yes,2018-10-24,OPID_1107,ProdID_1043,2018-07-14,170,3.6666666666666665
CNTID_1049,1987-01-21,Male,Cambridge,Massachusetts,2019-01-31,medium,No,34862.84289448873,Teacher,medium,134,Yes,2018-10-24,OPID_1108,ProdID_1001,2018-11-09,56,3.6666666666666665
CNTID_1050,2009-08-29,Male,Broken Arrow,Oklahoma,2019-01-31,medium,Yes,211915.7989632336,Software Engineer,medium,93,No,2018-05-01,OPID_1109,ProdID_1029,2017-01-03,213,3.6
CNTID_1050,2009-08-29,Male,Broken Arrow,Oklahoma,2019-01-31,medium,Yes,211915.7989632336,Software Engineer,medium,93,No,2018-05-01,OPID_1110,ProdID_1008,2018-09-16,47,3.6
CNTID_1050,2009-08-29,Male,Broken Arrow,Oklahoma,2019-01-31,medium,Yes,211915.7989632336,Software Engineer,medium,93,No,2018-05-01,OPID_1111,ProdID_1031,2019-01-10,249,3.6
CNTID_1051,2005-08-27,Male,Lancaster,California,2019-01-31,medium,No,20000.0,Teacher,low,16,Yes,2017-11-19,OPID_1112,ProdID_1037,2017-11-22,31,3.6
CNTID_1051,2005-08-27,Male,Lancaster,California,2019-01-31,medium,No,20000.0,Teacher,low,16,Yes,2017-11-19,OPID_1113,ProdID_1021,2018-12-02,47,3.6
CNTID_1051,2005-08-27,Male,Lancaster,California,2019-01-31,medium,No,20000.0,Teacher,low,16,Yes,2017-11-19,OPID_1114,ProdID_1007,2019-01-07,46,3.6
CNTID_1052,1978-02-13,Male,San Jose,California,2019-01-31,medium,No,66658.57346925599,Teacher,medium,138,No,2017-10-15,OPID_1115,ProdID_1019,2017-09-25,196,2.6
CNTID_1052,1978-02-13,Male,San Jose,California,2019-01-31,medium,No,66658.57346925599,Teacher,medium,138,No,2017-10-15,OPID_1116,ProdID_1024,2018-02-25,130,2.6
CNTID_1052,1978-02-13,Male,San Jose,California,2019-01-31,medium,No,66658.57346925599,Teacher,medium,138,No,2017-10-15,OPID_1117,ProdID_1037,2018-09-10,2607,2.6
CNTID_1053,1995-11-24,Male,Cary,North Carolina,2019-01-31,high,No,33900.021698323755,Software Engineer,medium,35,No,2018-11-05,OPID_1118,ProdID_1033,2017-12-23,73,3.25
CNTID_1053,1995-11-24,Male,Cary,North Carolina,2019-01-31,high,No,33900.021698323755,Software Engineer,medium,35,No,2018-11-05,OPID_1119,ProdID_1034,2018-01-03,219,3.25
CNTID_1053,1995-11-24,Male,Cary,North Carolina,2019-01-31,high,No,33900.021698323755,Software Engineer,medium,35,No,2018-11-05,OPID_1120,ProdID_1012,2018-05-14,209,3.25
CNTID_1053,1995-11-24,Male,Cary,North Carolina,2019-01-31,high,No,33900.021698323755,Software Engineer,medium,35,No,2018-11-05,OPID_1121,ProdID_1036,2019-02-03,173,3.25
CNTID_1053,1995-11-24,Male,Cary,North Carolina,2019-01-31,high,No,33900.021698323755,Software Engineer,medium,35,No,2018-11-05,OPID_1122,ProdID_1035,2019-02-04,117,3.25
CNTID_1054,2004-07-20,Male,Charlotte,North Carolina,2019-01-31,medium,No,132887.22960339242,Software Engineer,medium,18,No,2017-03-26,OPID_1123,ProdID_1001,2018-06-21,190,3.25
CNTID_1054,2004-07-20,Male,Charlotte,North Carolina,2019-01-31,medium,No,132887.22960339242,Software Engineer,medium,18,No,2017-03-26,OPID_1124,ProdID_1017,2018-11-05,133,3.25
CNTID_1054,2004-07-20,Male,Charlotte,North Carolina,2019-01-31,medium,No,132887.22960339242,Software Engineer,medium,18,No,2017-03-26,OPID_1125,ProdID_1017,2018-11-19,81,3.25
CNTID_1055,2017-02-25,Male,Lexington,Kentucky,2019-01-31,medium,No,123981.60499879268,Teacher,medium,249,Yes,2018-10-15,OPID_1126,ProdID_1020,2018-07-10,201,2.75
CNTID_1056,1978-10-30,Male,Sterling Heights,Michigan,2019-01-31,medium,No,60877.5148964283,Software Engineer,medium,265,Yes,2017-06-10,OPID_1127,ProdID_1030,2017-10-01,42,4.333333333333333
CNTID_1056,1978-10-30,Male,Sterling Heights,Michigan,2019-01-31,medium,No,60877.5148964283,Software Engineer,medium,265,Yes,2017-06-10,OPID_1128,ProdID_1001,2017-10-19,182,4.333333333333333
CNTID_1058,1980-02-29,Male,Temecula,California,2019-01-31,medium,No,20000.0,Teacher,low,262,Yes,2017-11-06,OPID_1129,ProdID_1009,2017-06-07,229,3.8
CNTID_1060,1983-05-26,Male,Chula Vista,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,288,Yes,2018-03-26,OPID_1130,ProdID_1047,2017-12-09,105,4.0
CNTID_1060,1983-05-26,Male,Chula Vista,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,288,Yes,2018-03-26,OPID_1131,ProdID_1006,2018-09-29,173,4.0
CNTID_1060,1983-05-26,Male,Chula Vista,California,2019-01-31,medium,Yes,20000.0,Software Engineer,medium,288,Yes,2018-03-26,OPID_1132,ProdID_1018,2018-12-13,210,4.0
CNTID_1062,2016-11-11,Male,Fort Worth,Texas,2019-01-31,low,No,155644.13471684384,Software Engineer,low,277,No,2017-04-28,OPID_1133,ProdID_1035,2017-05-26,134,4.2
CNTID_1062,2016-11-11,Male,Fort Worth,Texas,2019-01-31,low,No,155644.13471684384,Software Engineer,low,277,No,2017-04-28,OPID_1134,ProdID_1024,2018-06-07,133,4.2
CNTID_1062,2016-11-11,Male,Fort Worth,Texas,2019-01-31,low,No,155644.13471684384,Software Engineer,low,277,No,2017-04-28,OPID_1135,ProdID_1017,2019-01-28,230,4.2
CNTID_1062,2016-11-11,Male,Fort Worth,Texas,2019-01-31,low,No,155644.13471684384,Software Engineer,low,277,No,2017-04-28,OPID_1136,ProdID_1049,2019-02-03,154,4.2
CNTID_1063,2005-01-15,Male,Brownsville,Texas,2019-01-31,medium,Yes,121329.61335011506,Software Engineer,low,249,Yes,2017-04-01,OPID_1137,ProdID_1003,2019-01-09,189,2.75
CNTID_1063,2005-01-15,Male,Brownsville,Texas,2019-01-31,medium,Yes,121329.61335011506,Software Engineer,low,249,Yes,2017-04-01,OPID_1138,ProdID_1011,2019-01-29,150,2.75
CNTID_1064,1974-04-27,Male,College Station,Texas,2019-01-31,high,No,113714.93326094896,Software Engineer,high,82,Yes,2018-01-01,OPID_1139,ProdID_1030,2017-05-16,208,5.0
CNTID_1064,1974-04-27,Male,College Station,Texas,2019-01-31,high,No,113714.93326094896,Software Engineer,high,82,Yes,2018-01-01,OPID_1140,ProdID_1004,2018-04-02,175,5.0
CNTID_1064,1974-04-27,Male,College Station,Texas,2019-01-31,high,No,113714.93326094896,Software Engineer,high,82,Yes,2018-01-01,OPID_1141,ProdID_1007,2018-11-12,152,5.0
CNTID_1064,1974-04-27,Male,College Station,Texas,2019-01-31,high,No,113714.93326094896,Software Engineer,high,82,Yes,2018-01-01,OPID_1142,ProdID_1002,2018-11-12,200,5.0
CNTID_1065,1983-12-22,Male,Sparks,Nevada,2019-01-31,medium,No,72380.64906256243,Software Engineer,low,57,No,2017-11-13,OPID_1143,ProdID_1028,2018-05-18,176,3.25
CNTID_1065,1983-12-22,Male,Sparks,Nevada,2019-01-31,medium,No,72380.64906256243,Software Engineer,low,57,No,2017-11-13,OPID_1144,ProdID_1013,2018-12-07,157,3.25
